smiles_r,Clearance_(CL),Clearance_(CL)_units,Clearance_(CL)_folderror,Clearance_(CL)_upperbound,Clearance_(CL)_lowerbound,Volume_of_distribution_(VDss),Volume_of_distribution_(VDss)_units,Volume_of_distribution_(VDss)_folderror,Volume_of_distribution_(VDss)_upperbound,Volume_of_distribution_(VDss)_lowerbound,Fraction_unbound_in_plasma_(fup),Fraction_unbound_in_plasma_(fup)_units,Fraction_unbound_in_plasma_(fup)_folderror,Fraction_unbound_in_plasma_(fup)_upperbound,Fraction_unbound_in_plasma_(fup)_lowerbound,Mean_Residence_Time_(MRT),Mean_Residence_Time_(MRT)_units,Mean_Residence_Time_(MRT)_folderror,Mean_Residence_Time_(MRT)_upperbound,Mean_Residence_Time_(MRT)_lowerbound,Half_life_(thalf),Half_life_(thalf)_units,Half_life_(thalf)_folderror,Half_life_(thalf)_upperbound,Half_life_(thalf)_lowerbound
CCCCO,7.63,mL/min/kg,6.07,46.31,1.26,2.26,L/kg,3.09,6.98,0.73,4.96,dimensionless,1.48,7.34,3.35,3.26,h,4.51,14.7,0.72,3.84,h,4.91,18.85,0.78
